10000042	['100000633', '100000003', '100009436', '100009805', '100005361', '100001238', '100010638', '100009575', '100007518', '100002147', '100000969', '100009550', '100008717', '100008867', '100010797', '100009448', '100008937', '100011813', '100008951']
10000048	['100105620']
10000058	['100013728', '100027424']
10000069	['100001924', '100077121', '100106160', '100102496', '100019028', '100027424', '100026893']
1000007	['100069314', '100008270', '100000444', '100031587', '100091001', '100015591', '100013641', '100012670']
10000077	['100003102', '100000934', '100009154', '100010118', '100011326', '100007212', '100006539', '100011322', '100000544', '100009090', '100000315', '100011554', '100008999', '100009883', '100000204', '100011896', '100000075', '100009279', '100006535', '100003963', '100010793', '100010420', '100011967', '100003535', '100000463', '100011813', '100011859', '100023802', '100010520', '100000878', '100010669', '100009517', '100011016', '100012002', '100003669', '100009280', '100008861', '100004100', '100011162', '100011352', '100010191', '100011217', '100000711', '100000639', '100011650', '100007366', '100008409', '100001820', '100010861', '100009949', '100000165', '100011885', '100011225', '100006955', '100009504', '100006279', '100007124', '100008136', '100011046', '100008934', '100000455', '100007518', '100002811', '100011881', '100000090', '100010986', '100004551', '100010742', '100001996', '100003200', '100008719', '100001319', '100008693', '100012109']
10000078	['100029557', '100027424']
10000079	['100020080', '100032188', '100045621', '100110861', '100066853', '100023802', '100057857', '100105178', '100006873', '100022806', '100006690', '100008270', '100001908', '100031642', '100088782', '100031166', '100033443', '100016294', '100062996', '100045976', '100015591', '100105730', '100067632', '100010214', '100105108']
10000084	['100027424', '100015591']
10000087	['100000141']
10000093	['100029839', '100060948']
10000096	['100102535', '100029557', '100102159', '100027424']
10000104	['100081853', '100088782', '100096733', '100103481']
10000111	['100010933', '100102658']
10000115	['100008668', '100007501', '100027424']
1000012	['100031587']
10000121	['100008273', '100000254', '100008518', '100009090', '100009091', '100010899', '100009550', '100005361', '100006204', '100000094', '100009663', '100008737']
1000013	['100102743', '100016336', '100027424', '100102521']
10000131	['100000726', '100000003', '100007518']
10000132	['100103914', '100027424']
10000136	['100064901', '100102663', '100028400']
1000014	['100029839', '100010797', '100027424', '100007501']
1000015	['100008820', '100008955', '100008940', '100010531', '100009575', '100002366', '100009550', '100000094', '100008984']
10000164	['100000506', '100006018', '100000446', '100000606', '100006177', '100002325', '100002858', '100007518', '100009216', '100008711', '100008318', '100004131', '100008790', '100004342', '100010797', '100006944', '100009103', '100008873']
10000178	['100000425', '100102658', '100017178', '100039567', '100066928', '100008549', '100102865']
10000182	['100062138', '100008230']
10000183	['100032049', '100001924', '100102840', '100103585', '100008230', '100029785']
10000184	['100064901', '100000425', '100033299', '100000616', '100102658', '100062587', '100031483', '100000533']
10000185	['100000543', '100005439', '100060150', '100102601', '100008230']
1000019	['100020080', '100006493', '100027424', '100001718']
10000196	['100000008', '100007518', '100009575', '100000249']
10000198	['100031587']
10000199	['100007330', '100061433', '100103667', '100096832', '100023538', '100013274', '100063685', '100007867', '100027520', '100072703', '100005409', '100104344', '100102039', '100027424', '100102273', '100000616', '100102681', '100010169', '100008230', '100038999', '100029938', '100027999', '100104322', '100031896', '100041635']
1000021	['100103313', '100064901', '100076354', '100102318', '100024224', '100033038', '100016591', '100008409', '100000886', '100023538', '100099538', '100097018', '100066853', '100023802', '100072199', '100039322', '100027424', '100104665', '100010065', '100006690', '100103325', '100102545', '100028301', '100000616', '100045634', '100006493', '100033757', '100076042', '100105972', '100032115', '100028070', '100033440', '100105556', '100045976', '100007828', '100015591', '100083911', '100105832', '100076216']
10000224	['100010030', '100008816', '100008837', '100000606', '100003383', '100008756', '100007371', '100008717', '100009530', '100002181', '100007871', '100000019', '100008866', '100009286', '100000842', '100010986', '100008824', '100008825', '100009223', '100001730', '100009009', '100010908', '100009522', '100008883', '100009225', '100000003', '100000291', '100000389', '100009875', '100010925', '100011377', '100000454', '100001322', '100009132', '100005023', '100010602', '100004658']
10000242	['100004118', '100039997', '100103491', '100102545', '100062587', '100008230']
10000246	['100102628', '100095269', '100103304', '100033729']
1000026	['100102449', '100008230', '100008227', '100105096', '100019776', '100031776', '100031656', '100009829', '100066853', '100031736', '100031779', '100027424', '100006873', '100102257', '100027120', '100008270', '100102299', '100024067', '100072734', '100103543', '100040208', '100045976']
10000263	['100008739', '100000093']
1000027	['100006493', '100031776', '100064901', '100041733']
1000028	['100010041', '100008743', '100008757', '100007518', '100000912', '100005533', '100008947', '100008701']
10000290	['100004342', '100010797', '100000506', '100009575']
10000298	['100006493', '100006517', '100041722']
1000030	['100103313', '100033392', '100069182', '100018325', '100017719', '100005409', '100066853', '100105013', '100105014', '100105972', '100005332', '100022806', '100033022', '100001718', '100000616', '100008230', '100033323', '100074553', '100009549', '100007140', '100012271', '100031609', '100104972', '100103445', '100097628']
10000301	['100009486', '100001240', '100008737', '100007518']
10000302	['100078335', '100030491', '100039837', '100105405', '100099438', '100018325', '100023538', '100103963', '100023802', '100088782', '100007850', '100013086', '100105972', '100031776', '100096647', '100005259', '100041649', '100102466', '100006493', '100062587', '100017867', '100060265', '100003283', '100034273', '100000452', '100017768', '100008870', '100062932']
10000312	['100103235', '100103621', '100021638', '100003381', '100062220', '100006382', '100009378', '100033520', '100066853', '100033729', '100006690', '100023756', '100012720', '100006493', '100016735', '100007789', '100038524', '100035504', '100034509', '100033443', '100102920', '100030010', '100024112', '100011749', '100032061', '100032732', '100023538', '100032454', '100022300', '100062710', '100015523', '100013274', '100088188', '100105467', '100031158', '100026359', '100007489', '100027424', '100074553', '100068130', '100095772', '100008230', '100003282', '100022153', '100045795', '100028295', '100003263', '100102550', '100018270', '100005738', '100025197', '100023802', '100102483', '100060281', '100104128', '100095142', '100005332', '100022806', '100103144', '100001718', '100030809', '100083892', '100102880', '100103383', '100007828', '100040360', '100024846', '100104153', '100103066', '100041973', '100103313', '100008240', '100102309', '100007604', '100026949', '100104541', '100102258', '100096966', '100071887', '100102256', '100008270', '100000616', '100015327', '100104867', '100015241', '100030543', '100028400', '100104955']
10000316	['100005137', '100031166', '100013293', '100017869', '100008230', '100031854', '100031776', '100000357']
10000332	['100006493', '100031776', '100105096']
10000341	['100000616', '100031877']
10000343	['100027155', '100001085', '100016466', '100102545', '100021638', '100102169', '100064428', '100001365', '100000075']
10000372	['100001924', '100005514', '100000722']
10000403	['100102318', '100068365', '100000616', '100023802', '100022857', '100008668', '100005156', '100004223']
10000413	['100105013', '100033299', '100003356', '100104959', '100018325', '100103151', '100010797', '100031764']
10000415	['100103313', '100064901', '100033350', '100031465', '100018325', '100062587', '100102510', '100021638']
10000430	['100026430', '100103232', '100021638', '100099187', '100063669', '100009484', '100071633', '100066853', '100103202', '100023802', '100007489', '100002368', '100103124', '100105972', '100031776', '100022806', '100006690', '100103871', '100104909', '100022094', '100103383', '100088782', '100000694', '100032757', '100103959']
1000044	['100033350', '100002589']
10000446	['100010383', '100009575', '100007518', '100000707', '100000726', '100010448', '100008947', '100008985']
10000447	['100102015', '100009701', '100102490', '100008668', '100110861', '100102940']
10000448	['100010797', '100097617']
1000045	['100017869', '100017999']
10000450	['100009663', '100008273', '100003176', '100004806', '100003121', '100023802', '100007518', '100008287', '100004914', '100003947', '100010986', '100010448']
10000452	['100102337', '100008409', '100000724', '100029902', '100010694', '100010797', '100064460', '100006594', '100073246', '100023802', '100011172', '100105396', '100040568', '100006690', '100039045', '100043867', '100000616', '100106372', '100042311', '100022094', '100008230', '100015327', '100009081', '100060265', '100103569', '100033246', '100006436']
10000456	['100008230', '100027424', '100072349', '100102662']
10000461	['100017869', '100102483', '100098987']
1000049	['100010399', '100103313', '100095849', '100006361', '100103481', '100009987', '100102332', '100082755', '100009091', '100013293', '100102483', '100016702', '100008560', '100000729', '100110861', '100010797', '100022300', '100062710', '100103295', '100009629', '100005444', '100103968', '100072703', '100104909', '100067403', '100105467', '100026359', '100011750', '100032920', '100088782', '100021768', '100017197', '100028369', '100003091', '100026104', '100105396', '100008857', '100036719', '100072698', '100033140', '100013873', '100105850', '100103254', '100095772', '100008409', '100103604', '100105013', '100008253', '100019646', '100030616', '100067554', '100074553', '100005383', '100025836', '100032115', '100104881', '100003283', '100017568', '100033443', '100061993', '100007828', '100015591', '100105287', '100105642', '100105021', '100102538', '100064325', '100019876']
10000498	['100009660', '100009550', '100009575']
10000519	['100103091', '100008668', '100027424']
10000520	['100020080', '100083468', '100082778', '100013293', '100000603', '100060523', '100015591', '100026359', '100018270', '100085844', '100012801', '100008560', '100031656', '100006325', '100029785', '100041635', '100028554', '100023802', '100005398', '100013990', '100011294', '100013183', '100002669', '100002126', '100000616', '100103148', '100022094', '100007554', '100006746', '100015327', '100088782', '100007850', '100051898', '100015241', '100013446', '100062996', '100030543', '100007828', '100041473', '100096894', '100033919', '100064325']
10000532	['100110861', '100074845', '100102899', '100006388', '100102015', '100009701', '100085254', '100016591', '100097003', '100039567', '100027424', '100030543', '100008668', '100105153', '100031656', '100044568', '100009484']
1000055	['100066853', '100003295', '100018132', '100027424']
10000555	['100071633', '100010797', '100000094', '100000726']
10000575	['100010926', '100033299', '100023802', '100027424', '100102894', '100008230', '100010797']
10000576	['100033299', '100103009', '100102894']
1000058	['100015118', '100000603', '100060547', '100013293', '100019776', '100031224', '100023532', '100009629', '100001316', '100005398', '100031736', '100003091', '100006690', '100000616', '100005724', '100088782', '100097706', '100006279', '100015241', '100062996', '100045976', '100041473', '100023695', '100016052', '100028400', '100012271', '100103604']
10000583	['100008912', '100001068', '100008740', '100000594', '100008757', '100009575', '100010602', '100000008', '100008712', '100005361', '100009086', '100003590', '100008690']
10000596	['100000425', '100110266', '100069705', '100003110', '100111645', '100102899']
10000601	['100008857', '100027424']
10000606	['100019231', '100064556', '100008857']
10000608	['100024843', '100008857']
10000623	['100060547', '100017878', '100013293', '100071685', '100006018', '100097696', '100031714', '100066976', '100006342', '100023802', '100031465', '100103369', '100023756', '100095772', '100062587', '100015327', '100088782', '100000694', '100007410', '100034273', '100041473', '100105106', '100102636', '100002693', '100103134']
1000063	['100103144', '100033440']
10000644	['100009663', '100009575', '100007518', '100009550', '100012169', '100000003']
10000645	['100030719', '100044418', '100096783', '100032685', '100061741']
10000646	['100103191', '100082755']
10000647	['100103144', '100027424', '100008230']
10000667	['100103295']
10000668	['100042766', '100008230']
10000674	['100018869']
1000068	['100026430', '100023319', '100091001', '100017867', '100069705', '100062996', '100045976', '100102547', '100009987', '100011945', '100005398', '100071633', '100022094', '100008230', '100002693', '100076042', '100088782', '100006690']
10000706	['100006616', '100009575', '100008773', '100004342', '100008722', '100010746']
1000071	['100003263', '100023802', '100007782', '100016052', '100068746', '100008230', '100002693', '100001397', '100022806']
10000719	['100006204', '100010797', '100009550', '100009575', '100007518']
1000072	['100068372', '100069705']
10000736	['100003706', '100008859', '100000726', '100000051', '100007518']
10000753	['100103477', '100045976', '100006690']
10000762	['100026104', '100022094']
10000765	['100104666', '100022094', '100027002']
10000771	['100021913']
10000775	['100008318', '100015241', '100046448', '100009704', '100007819']
10000776	['100033246', '100027746']
10000791	['100031890']
10000793	['100066853', '100108974', '100033246', '100008230']
10000808	['100103717']
1000082	['100022094', '100105096', '100006690']
10000820	['100009550', '100008789', '100009575', '100000194', '100000019']
10000825	['100015118', '100021638', '100015591', '100008230']
10000830	['100009451', '100000616', '100020068', '100042340']
10000832	['100062996', '100105178', '100000616', '100010399', '100072974']
10000840	['100104232', '100015173']
10000845	['100028251', '100000722', '100012059', '100041867']
10000847	['100045976', '100001718']
1000086	['100063122']
1000088	['100008802', '100000094', '100008864', '100009575']
1000089	['100009021', '100009596', '100009552', '100009575', '100008791', '100008808', '100000129', '100010084', '100005361', '100008801', '100010797', '100000094', '100008769', '100009484']
10000914	['100002989', '100008783', '100006018', '100008743', '100010343', '100009575', '100007518', '100008875', '100000129', '100001830', '100011012', '100009550', '100009122', '100005361', '100006204', '100009495', '100012030', '100008877', '100000194', '100008807']
10000928	['100033235', '100015373', '100005156']
10000938	['100005398', '100002276', '100088782', '100008230']
10000942	['100011325', '100038956', '100008230', '100005249', '100028112', '100006690']
10000943	['100009022', '100037063', '100103228', '100000616', '100015591', '100000051', '100008857', '100015756', '100006969']
10000945	['100015591', '100088782']
10000950	['100017178', '100104542', '100104633']
10000952	['100007352', '100010933', '100000616', '100100329']
1000096	['100044109', '100017636', '100036077', '100006873', '100044418', '100105145', '100066783', '100012003', '100067632', '100008230', '100028755', '100103380', '100068372', '100027408', '100005249', '100004624', '100006690']
10000967	['100006697', '100071633', '100005194', '100009575', '100009921']
10000972	['100005249', '100000616', '100008857', '100027424', '100028755']
10000973	['100104633']
10000983	['100006391']
10000993	['100097578']
10001003	['100096697', '100000616', '100005249', '100102662']
10001023	['100026430', '100033094']
10001029	['100080616', '100042766', '100004712']
10001035	['100008549', '100007687', '100033246', '100102212']
10001039	['100102299', '100031714', '100003277', '100027002', '100002693', '100016381', '100017867']
1000105	['100066853', '100104623', '100106160', '100005156', '100063293']
10001055	['100000094', '100009550', '100010106', '100000726']
10001072	['100104666', '100027424']
1000108	['100017178', '100030954', '100008230']
10001083	['100009663', '100006018', '100010343', '100009575', '100009341', '100008998', '100010063', '100010746', '100008701']
1000110	['100015118', '100110861', '100034273', '100000364', '100026970', '100033392', '100104053', '100104018', '100008409', '100102662', '100031137', '100008230', '100105021', '100024621', '100033852', '100002405', '100063669', '100106198']
10001118	['100010183', '100010118', '100009598', '100008708', '100001586', '100004290', '100009575', '100008818', '100009090', '100009557', '100009488', '100007330', '100004903', '100006539', '100008718', '100000446', '100011634', '100003473', '100000782', '100009026', '100071633', '100010638', '100009163', '100010063', '100000094', '100005194', '100008841', '100000867', '100011354', '100002260', '100000494', '100006177', '100009759', '100010241', '100008989', '100003742', '100008762', '100018453', '100008982', '100008703', '100008701', '100004637', '100010803', '100004995', '100003285', '100001820', '100010471', '100010928', '100009691', '100010475', '100000129', '100011366', '100010336', '100009444', '100002015', '100008855', '100012005', '100011536', '100010602']
10001121	['100007828', '100103621', '100097568', '100033392', '100008409', '100032920', '100023538', '100110861', '100005156', '100074553', '100007774', '100019280', '100099538', '100000685', '100103481', '100033729', '100105014', '100071633', '100098493', '100003191', '100034509', '100036719', '100105085', '100062587', '100008230', '100103383', '100000694', '100095849', '100032732', '100105756', '100045297', '100028251']
10001137	['100003282', '100001085', '100009022', '100005738', '100102545', '100032297', '100066853', '100045976', '100102480', '100000603', '100009091', '100011294', '100008857', '100027424', '100023538', '100031721', '100070324', '100025197', '100088782', '100022806', '100006690']
1000114	['100102824', '100027424']
10001170	['100000878', '100001712']
10001173	['100005439', '100060150', '100008230']
10001180	['100038999', '100084306', '100073272']
10001192	['100064901', '100102408']
10001198	['100000051', '100000933']
10001206	['100023697', '100105562', '100103228', '100088782', '100005594']
10001218	['100033186', '100105405', '100003091', '100027424', '100008230', '100029878']
10001245	['100041733', '100102334', '100000603', '100104939', '100009091', '100000051', '100023538', '100033603', '100025197', '100063685', '100003295', '100001085', '100032514', '100026198', '100073386', '100051572', '100033350', '100032060', '100104098', '100105178', '100103610', '100006873', '100001671', '100022806', '100033022', '100010169', '100017869', '100033323', '100103148', '100003285', '100037063', '100010727', '100005027']
10001251	['100000514', '100100108', '100022127', '100006873', '100061433', '100000603', '100023802', '100069985', '100031906', '100031896', '100008230', '100104666', '100012003', '100063007', '100102051']
10001253	['100000051', '100001085']
10001263	['100088782', '100023802']
10001270	['100103368', '100041473', '100011294', '100027424']
1000129	['100030814', '100001586', '100031989', '100088782', '100067719']
10001297	['100009663', '100000573', '100000250', '100008518', '100009575', '100007518', '100006204', '100007850', '100000307', '100005361', '100005533', '100001187', '100009104']
10001301	['100020080', '100001919', '100104018', '100001586', '100013292', '100045621', '100032454', '100105372', '100076955', '100104035', '100078388', '100002435', '100104649', '100003761', '100075743', '100026273', '100105153', '100030181', '100006873', '100006690', '100110266', '100033022', '100026970', '100110280', '100045508', '100031906', '100088203', '100097574', '100104001', '100033186', '100000259', '100004712', '100014877', '100028295', '100013641', '100031506']
10001306	['100103361', '100103637', '100041733']
10001312	['100000933', '100006746']
10001328	['100066853', '100045976', '100033246', '100004712']
10001332	['100002693', '100003091']
1000134	['100033852', '100031989', '100010065']
10001344	['100008701', '100010746', '100000129', '100009575', '100005185']
10001354	['100002693', '100103959']
10001360	['100066853', '100045976', '100026359', '100025753', '100031736', '100028383', '100022806', '100006690']
10001363	['100031736', '100022094']
10001371	['100008687', '100082755']
10001374	['100026359', '100102480', '100031736', '100027424', '100052556', '100104847']
10001377	['100031588', '100001085', '100103780', '100104312']
1000138	['100103870', '100008857', '100008230']
10001383	['100010933', '100010343', '100009575', '100007518', '100027424', '100008801', '100000178']
10001410	['100066853']
10001411	['100006864', '100008857', '100108089', '100033246']
10001414	['100019280', '100027756', '100000616', '100000603', '100105654', '100104324', '100045976']
10001432	['100045976']
10001438	['100066853', '100012271', '100020080']
1000146	['100106160']
10001468	['100003706', '100009575', '100008788', '100008853', '100027424', '100009483']
10001469	['100020080', '100008857']
1000147	['100104320', '100000722']
10001476	['100008800', '100000016', '100007850', '100009575', '100005361']
1000148	['100020080', '100030851', '100061433', '100103708', '100016726', '100025197', '100063669', '100013571', '100023802', '100104880', '100057857', '100025879', '100006690', '100033094', '100013087', '100103850', '100105025', '100032017', '100008378', '100032405', '100031588', '100029653', '100105106', '100059971', '100037748', '100105108']
10001487	['100000573', '100008784', '100027424', '100000459', '100007518']
10001489	['100039531', '100013293']
10001497	['100020814']
10001498	['100102524', '100030854', '100023538']
10001519	['100062958', '100058143', '100041733', '100045976', '100010727', '100000603', '100023538', '100064325']
10001527	['100008378', '100013814', '100021638', '100007828', '100023802', '100103708', '100028383', '100022094', '100019646', '100008409', '100023372', '100063669']
10001549	['100090800', '100102658']
10001550	['100001085', '100097072', '100088782', '100020080', '100034112']
10001557	['100097072', '100105096', '100008119']
10001561	['100110861', '100016591', '100005249', '100063669', '100023802']
10001564	['100014491']
10001571	['100020080', '100000443', '100062547', '100011294', '100030719', '100001085', '100088782']
10001595	['100013293', '100022398']
10001608	['100015241', '100006873', '100102051']
1000161	['100001085', '100104772']
10001618	['100008273', '100008518', '100008409', '100009575', '100010343', '100008798', '100000307']
10001634	['100049696']
10001654	['100105680', '100032941', '100099538', '100008409', '100011294', '100088782']
1000167	['100006285', '100033384', '100008230', '100017867', '100023802']
10001678	['100001158', '100009314', '100008409', '100009575', '100007518']
10001683	['100103735', '100103494', '100005156', '100105327', '100001950']
10001684	['100105451', '100105556', '100004804', '100022885', '100008230', '100110861']
10001689	['100088782', '100046896']
10001690	['100000444', '100033022']
10001692	['100020080', '100006018', '100005409', '100105706', '100023546', '100017878', '100027334', '100027424', '100008230', '100067880', '100046896']
10001703	['100001085', '100103881', '100088782', '100001718']
10001713	['100021638', '100008224', '100023604', '100067719']
10001737	['100103914', '100008230']
10001748	['100031989', '100063669']
1000175	['100008409', '100001718']
10001751	['100000361', '100009575', '100007518', '100009091', '100010797', '100008871']
10001758	['100105921', '100000568', '100027424', '100000616', '100088782']
10001768	['100099538', '100102068', '100062587', '100081260']
10001771	['100027424', '100088782', '100033246', '100008230']
10001773	['100011172', '100103178', '100030689', '100105972', '100020080']
10001774	['100099538', '100028165']
1000178	['100013651', '100088782', '100095772']
10001780	['100002980', '100009575', '100009288', '100005361', '100008718', '100005330', '100008797']
1000179	['100001360', '100088782']
10001791	['100008857', '100008879', '100009575']
10001793	['100103864', '100030814', '100097568', '100061433', '100023748', '100000603', '100010058', '100023538', '100063007', '100059622', '100031736', '100099538', '100102853', '100097696', '100073518', '100004350', '100104620', '100015275', '100023802', '100104317', '100102070', '100027424', '100105071', '100031989', '100006873', '100022806', '100044109', '100082025', '100033022', '100014339', '100103856', '100001085', '100103850', '100018230', '100008230', '100104861', '100004624', '100088782', '100098314', '100003282', '100022353', '100022153', '100103544', '100045976', '100059400', '100010689', '100069078', '100103445', '100011749', '100033919']
10001798	['100032050', '100027424', '100032685']
10001804	['100031736', '100001360']
10001816	['100031736', '100103881', '100032061']
10001821	['100031736', '100103856', '100009431']
10001823	['100108824', '100033246', '100005594', '100021638', '100005156', '100088782', '100006690']
1000183	['100031736', '100027424', '100008409']
10001831	['100009091', '100007518', '100009295', '100009575', '100000249']
10001845	['100031736', '100103065']
10001850	['100031736', '100020080', '100090288', '100022094']
10001859	['100003282', '100005723', '100001718', '100021638', '100030010', '100103850', '100088782', '100031989', '100027424', '100002116', '100029275', '100063007', '100103295']
1000186	['100103313', '100045976', '100008409', '100053649', '100004534', '100058113', '100066783']
1000187	['100001295', '100008518', '100010925', '100010531', '100010277', '100010185', '100009660', '100006204', '100010062', '100010797', '100002366']
10001883	['100011170', '100009545', '100009575']
10001887	['100103864', '100103426', '100001316', '100011172', '100028301', '100063562', '100103445', '100026970', '100033443']
1000190	['100020080', '100006598', '100012003', '100023802', '100082263', '100060281', '100104580', '100032950', '100094333', '100063007', '100088782']
10001902	['100008866', '100008857', '100000544', '100001816']
10001906	['100104317', '100020080', '100022153', '100031166', '100063323', '100033350', '100007828', '100022398', '100053649', '100082363', '100027424', '100062587', '100031736', '100064325', '100102662', '100004624']
10001910	['100031736', '100097263', '100011294', '100063007', '100005444']
10001918	['100045795', '100005156', '100025197', '100033246']
10001942	['100102110', '100031588', '100013293', '100104880', '100097263', '100088782', '100006690']
10001951	['100001924', '100020080', '100033246', '100069557', '100102662', '100031656']
10001962	['100104007']
