10000001	327.955223881
10000002	516.75
10000006	0.0
10000007	671.666666667
1000001	95.4285714286
10000016	68.0
10000018	272.666666667
1000003	520.0
10000033	821.375
10000036	231.625
1000004	400.571428571
10000042	0.0
10000048	227.0
10000058	70.3333333333
10000069	117.571428571
1000007	325.973333333
10000077	113.0
10000078	184.833333333
10000079	155.0
10000084	0.0
10000087	127.0
10000093	83.5
10000096	175.25
10000104	0.0
10000111	653.0
10000115	0.0
1000012	111.444444444
10000121	90.0
1000013	241.0
10000131	57.0
10000132	175.5
10000136	189.0
1000014	520.714285714
1000015	672.043478261
10000164	315.333333333
10000178	956.0
10000182	1165.0
10000183	86.0
10000184	1030.0
10000185	64.0
1000019	35.0
10000196	0.0
10000198	636.0
10000199	353.703703704
1000021	201.543478261
10000224	483.75
10000242	162.5
10000246	460.142857143
1000026	48.0
10000263	715.0
1000027	334.666666667
1000028	138.0
10000290	90.5
10000298	580.222222222
1000030	958.666666667
10000301	400.857142857
10000302	483.483333333
10000312	477.666666667
10000316	230.0
10000332	159.0
10000341	526.857142857
10000343	518.0
10000372	96.5
10000403	137.0
10000413	313.0
10000415	291.045454545
10000430	0.0
1000044	138.8
10000446	79.8
10000447	300.0
10000448	25.0
1000045	170.166666667
10000450	454.333333333
10000452	1770.0
10000456	359.0
10000461	462.444444444
1000049	136.0
10000498	149.0
10000519	406.736842105
10000520	244.181818182
10000532	602.666666667
1000055	138.0
10000555	377.5
10000575	674.0
10000576	204.958333333
1000058	239.083333333
10000583	264.333333333
10000596	183.0
10000601	120.0
10000606	164.0
10000608	299.153846154
10000623	47.0
1000063	118.0
10000644	373.0
10000645	222.0
10000646	797.5
10000647	0.0
10000667	867.0
10000668	0.0
10000674	655.0
1000068	129.333333333
10000706	1287.2
1000071	37.5
10000719	742.0
1000072	349.2
10000736	159.0
10000753	88.0
10000762	216.0
10000765	0.0
10000771	144.0
10000775	601.0
10000776	0.0
10000791	917.0
10000793	0.0
10000808	291.0
1000082	355.0
10000820	221.333333333
10000825	1203.0
10000830	0.0
10000832	58.0
10000840	152.333333333
10000845	92.0
10000847	0.0
1000086	160.75
1000088	230.428571429
1000089	240.0625
10000914	1031.5
10000928	282.333333333
10000938	329.5
10000942	180.285714286
10000943	0.0
10000945	0.0
10000950	47.0
10000952	1072.27272727
1000096	250.333333333
10000967	216.0
10000972	0.0
10000973	0.0
10000983	0.0
10000993	276.0
10001003	306.0
10001023	356.5
10001029	64.6666666667
10001035	282.25
10001039	131.25
1000105	114.0
10001055	87.0
10001072	0.0
1000108	221.6
10001083	572.1875
1000110	333.511627907
10001118	775.769230769
10001121	727.5
10001137	415.0
1000114	56.0
10001170	446.5
10001173	1037.0
10001180	109.0
10001192	775.0
10001198	231.0
10001206	407.5
10001218	785.454545455
10001245	1410.75
10001251	60.0
10001253	0.0
10001263	2091.0
10001270	695.666666667
1000129	282.111111111
10001297	59.7037037037
10001301	1196.0
10001306	230.0
10001312	242.0
10001328	62.0
10001332	305.0
1000134	234.666666667
10001344	245.0
10001354	1452.0
10001360	265.0
10001363	364.0
10001371	301.333333333
10001374	520.0
10001377	219.0
1000138	216.6
10001383	0.0
10001410	1173.33333333
10001411	700.8
10001414	0.0
10001432	67.0
10001438	0.0
1000146	240.0
10001468	99.0
10001469	151.0
1000147	138.333333333
10001476	231.411764706
1000148	422.5
10001487	224.0
10001489	0.0
10001497	711.0
10001498	1575.71428571
10001519	312.25
10001527	205.0
10001549	405.666666667
10001550	243.0
10001557	240.5
10001561	338.0
10001564	357.0
10001571	171.0
10001595	277.0
10001608	190.0
1000161	518.4
10001618	0.0
10001634	103.5
10001654	212.25
1000167	546.333333333
10001678	130.5
10001683	293.0
10001684	238.0
10001689	850.0
10001690	448.333333333
10001692	226.666666667
10001703	379.5
10001713	484.0
10001737	507.0
10001748	488.0
1000175	197.666666667
10001751	200.0
10001758	122.0
10001768	0.0
10001771	784.25
10001773	514.0
10001774	252.5
1000178	726.0
10001780	215.0
1000179	925.0
10001791	747.225806452
10001793	28.0
10001798	177.0
10001804	307.0
10001816	353.5
10001821	520.0
10001823	303.5
1000183	159.666666667
10001831	106.0
10001845	401.5
10001850	144.6
10001859	789.5
1000186	338.625
1000187	232.0
10001883	311.125
10001887	63.0
1000190	265.0
10001902	214.555555556
10001906	365.75
10001910	313.666666667
10001918	226.75
10001942	326.0
10001951	0.0
10001962	163.0
10001987	2054.0
10001992	273.0
10001997	107.0
10002000	503.0
10002025	0.0
10002037	476.333333333
10002041	565.0
10002047	0.0
1000205	206.0
10002057	347.5
10002062	121.0
10002084	759.571428571
10002086	446.666666667
